rank,symbol,company_name,industry,equity_capital,free_float_market_cap,weight,beta,r2,volatility,monthly_return,impact_cost,report_date,source_file
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3659051373.0,345140.02,4.12,0.98,0.3,1.03,-4.53,0.02,2023-10-01,nifty50_oct23.csv
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,929011650.0,54377.37,0.65,0.81,0.2,0.99,2.69,0.02,2023-10-01,nifty50_oct23.csv
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6644634000.0,110694.45,1.32,1.02,0.16,1.7,-0.25,0.02,2023-10-01,nifty50_oct23.csv
45,TATASTEEL,Tata Steel Ltd.,STEEL,12221532630.0,95786.26,1.14,1.22,0.26,1.13,-7.87,0.03,2023-10-01,nifty50_oct23.csv
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4877520525.0,70745.12,0.85,1.1,0.19,1.05,-7.33,0.03,2023-10-01,nifty50_oct23.csv
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,133091.17,1.59,0.64,0.12,1.25,1.3,0.02,2023-10-01,nifty50_oct23.csv
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1501215282.0,27182.13,0.32,1.03,0.23,1.45,-12.29,0.02,2023-10-01,nifty50_oct23.csv
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886863450.0,97255.54,1.16,0.74,0.17,1.24,2.03,0.02,2023-10-01,nifty50_oct23.csv
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10443499852.0,53828.93,0.64,1.13,0.39,1.24,-5.97,0.02,2023-10-01,nifty50_oct23.csv
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,77973.74,0.88,2.73,0.13,2.39,2.78,0.02,2023-11-01,nifty50_nov23.csv
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,65978.2,0.75,2.03,0.2,1.6,5.19,0.03,2023-11-01,nifty50_nov23.csv
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,55648.47,0.63,0.56,0.06,1.7,14.71,0.02,2023-11-01,nifty50_nov23.csv
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,140652.26,1.59,0.52,0.09,0.91,4.15,0.01,2023-11-01,nifty50_nov23.csv
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6162939698.0,297924.21,3.38,1.0,0.28,1.36,9.41,0.02,2023-11-01,nifty50_nov23.csv
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580.0,68934.64,0.78,0.6,0.08,0.84,14.61,0.02,2023-11-01,nifty50_nov23.csv
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1211837076.0,189872.81,2.15,1.08,0.2,1.13,-4.95,0.01,2023-11-01,nifty50_nov23.csv
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,90781.72,1.03,1.18,0.26,1.08,6.62,0.02,2023-11-01,nifty50_nov23.csv
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,41586.31,0.47,0.59,0.07,1.39,24.75,0.02,2023-11-01,nifty50_nov23.csv
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28026723695.0,255948.45,2.9,0.81,0.22,0.72,10.97,0.02,2023-11-01,nifty50_nov23.csv
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,57273.63,0.65,0.46,0.08,0.95,9.63,0.02,2023-11-01,nifty50_nov23.csv
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614634956.0,63616.21,0.72,0.4,0.03,1.95,1.03,0.02,2023-11-01,nifty50_nov23.csv
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,78017.37,0.88,0.82,0.12,1.85,8.88,0.03,2023-11-01,nifty50_nov23.csv
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,48277.48,0.55,0.29,0.01,1.29,11.82,0.03,2023-11-01,nifty50_nov23.csv
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,833923820.0,70472.39,0.8,0.49,0.07,0.83,7.84,0.02,2023-11-01,nifty50_nov23.csv
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273749460.0,53338.71,0.6,0.97,0.17,1.51,18.25,0.02,2023-11-01,nifty50_nov23.csv
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316897582.0,73947.22,0.84,0.99,0.32,0.75,6.29,0.02,2023-11-01,nifty50_nov23.csv
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,141911.39,1.61,0.96,0.22,0.94,5.09,0.02,2023-11-01,nifty50_nov23.csv
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7580137319.0,1169775.89,13.25,1.13,0.44,0.61,5.57,0.01,2023-11-01,nifty50_nov23.csv
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21499639940.0,74254.38,0.84,0.96,0.13,1.01,11.71,0.02,2023-11-01,nifty50_nov23.csv
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399737956.0,49615.13,0.56,0.91,0.15,1.61,23.66,0.02,2023-11-01,nifty50_nov23.csv
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,75320.52,0.85,1.43,0.26,1.19,12.22,0.02,2023-11-01,nifty50_nov23.csv
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,227278.08,2.57,0.48,0.09,0.7,2.48,0.02,2023-11-01,nifty50_nov23.csv
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14005936808.0,654742.53,7.42,0.97,0.4,0.8,2.14,0.02,2023-11-01,nifty50_nov23.csv
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12470914522.0,385872.54,4.37,0.7,0.16,0.6,1.73,0.02,2023-11-01,nifty50_nov23.csv
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7769477670.0,95682.98,1.08,1.28,0.24,0.95,1.72,0.02,2023-11-01,nifty50_nov23.csv
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20751789260.0,519387.82,5.88,1.31,0.32,1.13,6.34,0.02,2023-11-01,nifty50_nov23.csv
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,74444.02,0.84,1.15,0.3,0.97,8.79,0.02,2023-11-01,nifty50_nov23.csv
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9937255425.0,258176.45,2.92,0.88,0.27,0.55,0.92,0.01,2023-11-01,nifty50_nov23.csv
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,295913763.0,50789.96,0.58,1.17,0.21,1.08,9.41,0.03,2023-11-01,nifty50_nov23.csv
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2811297434.0,375858.1,4.26,0.79,0.17,0.88,6.15,0.02,2023-11-01,nifty50_nov23.csv
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,147529.77,1.67,1.08,0.21,1.44,12.97,0.02,2023-11-01,nifty50_nov23.csv
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300.0,141005.78,1.6,0.66,0.16,0.52,2.08,0.02,2023-11-01,nifty50_nov23.csv
34,NTPC,NTPC Ltd.,POWER,96966661340.0,124153.2,1.41,0.75,0.14,0.91,10.81,0.03,2023-11-01,nifty50_nov23.csv
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,86459.59,0.98,0.44,0.07,0.7,0.01,0.02,2023-11-01,nifty50_nov23.csv
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,76028.29,0.86,0.71,0.11,1.51,4.73,0.02,2023-11-01,nifty50_nov23.csv
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,95224.7,1.08,0.49,0.05,0.84,3.36,0.03,2023-11-01,nifty50_nov23.csv
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656234570.0,804246.57,9.11,1.3,0.52,0.7,3.91,0.01,2023-11-01,nifty50_nov23.csv
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10010400420.0,64653.42,0.73,0.99,0.2,1.54,4.93,0.03,2023-11-01,nifty50_nov23.csv
40,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,216727.51,2.46,1.28,0.35,0.97,-0.14,0.02,2023-11-01,nifty50_nov23.csv
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,132355.11,1.5,0.41,0.06,0.82,12.61,0.02,2023-11-01,nifty50_nov23.csv
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3659051373.0,357316.61,4.05,0.95,0.28,1.04,3.53,0.02,2023-11-01,nifty50_nov23.csv
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,929011650.0,56807.9,0.64,0.77,0.18,0.71,4.47,0.02,2023-11-01,nifty50_nov23.csv
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6644634000.0,124384.89,1.41,0.99,0.16,1.2,12.37,0.02,2023-11-01,nifty50_nov23.csv
45,TATASTEEL,Tata Steel Ltd.,STEEL,12297332940.0,103806.71,1.18,1.23,0.26,0.93,7.71,0.03,2023-11-01,nifty50_nov23.csv
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4877520525.0,76226.67,0.86,1.09,0.18,1.29,7.75,0.03,2023-11-01,nifty50_nov23.csv
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,145648.6,1.65,0.65,0.12,0.91,9.44,0.02,2023-11-01,nifty50_nov23.csv
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1501215282.0,28698.39,0.33,1.1,0.26,0.99,5.58,0.02,2023-11-01,nifty50_nov23.csv
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886863450.0,103969.23,1.18,0.73,0.16,1.08,6.9,0.02,2023-11-01,nifty50_nov23.csv
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10443499852.0,58234.78,0.66,1.12,0.37,0.99,8.18,0.02,2023-11-01,nifty50_nov23.csv
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,74699.54,0.79,2.86,0.14,4.36,20.79,0.02,2023-12-01,nifty50_dec23.csv
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,75233.1,0.79,2.03,0.18,3.88,24.09,0.04,2023-12-01,nifty50_dec23.csv
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,57411.34,0.6,0.69,0.1,1.3,3.17,0.01,2023-12-01,nifty50_dec23.csv
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,153388.0,1.61,0.54,0.1,0.78,9.05,0.02,2023-12-01,nifty50_dec23.csv
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6167389902.0,305924.13,3.22,0.95,0.26,1.14,2.61,0.02,2023-12-01,nifty50_dec23.csv
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580.0,76933.28,0.81,0.52,0.06,1.52,11.6,0.02,2023-12-01,nifty50_dec23.csv
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1236046154.0,203792.34,2.15,1.05,0.19,1.31,2.89,0.01,2023-12-01,nifty50_dec23.csv
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,91448.95,0.96,1.07,0.23,1.02,0.73,0.03,2023-12-01,nifty50_dec23.csv
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,43013.24,0.45,0.76,0.1,2.01,3.43,0.02,2023-12-01,nifty50_dec23.csv
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28108899680.0,261126.06,2.75,0.8,0.21,1.11,1.72,0.02,2023-12-01,nifty50_dec23.csv
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,63007.3,0.66,0.41,0.06,1.05,10.01,0.02,2023-12-01,nifty50_dec23.csv
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614700796.0,65403.05,0.69,0.4,0.03,1.05,2.8,0.02,2023-12-01,nifty50_dec23.csv
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,85735.88,0.9,0.84,0.12,2.02,9.89,0.03,2023-12-01,nifty50_dec23.csv
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,49745.41,0.52,0.4,0.02,1.42,3.04,0.03,2023-12-01,nifty50_dec23.csv
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834046985.0,70601.53,0.74,0.44,0.06,1.48,0.17,0.02,2023-12-01,nifty50_dec23.csv
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273775500.0,56719.44,0.6,0.96,0.16,2.15,6.33,0.02,2023-12-01,nifty50_dec23.csv
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316897582.0,78716.76,0.83,0.99,0.32,1.2,6.45,0.02,2023-12-01,nifty50_dec23.csv
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,155161.67,1.63,1.0,0.23,1.88,9.34,0.03,2023-12-01,nifty50_dec23.csv
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7590490215.0,1284430.5,13.52,1.15,0.45,0.99,9.65,0.02,2023-12-01,nifty50_dec23.csv
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21506596160.0,68150.75,0.72,0.79,0.08,1.6,-6.38,0.02,2023-12-01,nifty50_dec23.csv
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399774306.0,53783.79,0.57,0.8,0.12,1.47,8.39,0.02,2023-12-01,nifty50_dec23.csv
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,89810.57,0.95,1.32,0.25,1.49,19.24,0.02,2023-12-01,nifty50_dec23.csv
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,237849.36,2.5,0.5,0.1,0.83,4.65,0.02,2023-12-01,nifty50_dec23.csv
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14028184004.0,699024.41,7.36,1.01,0.4,1.41,6.59,0.02,2023-12-01,nifty50_dec23.csv
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12475608672.0,409313.49,4.31,0.63,0.13,1.24,6.03,0.03,2023-12-01,nifty50_dec23.csv
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7777321820.0,105702.16,1.11,1.24,0.24,1.25,9.06,0.02,2023-12-01,nifty50_dec23.csv
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20752177945.0,550718.81,5.8,1.35,0.32,1.72,6.03,0.02,2023-12-01,nifty50_dec23.csv
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,83951.82,0.88,1.13,0.29,1.2,9.88,0.03,2023-12-01,nifty50_dec23.csv
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9937658705.0,280638.29,2.95,0.98,0.32,1.09,8.7,0.02,2023-12-01,nifty50_dec23.csv
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,295915763.0,57746.02,0.61,1.11,0.2,1.49,13.69,0.03,2023-12-01,nifty50_dec23.csv
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749096630.0,416812.53,4.39,0.85,0.19,1.41,13.41,0.02,2023-12-01,nifty50_dec23.csv
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,154840.23,1.63,1.11,0.22,1.53,4.96,0.02,2023-12-01,nifty50_dec23.csv
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,136041.59,1.43,0.52,0.11,0.89,-2.89,0.02,2023-12-01,nifty50_dec23.csv
34,NTPC,NTPC Ltd.,POWER,96966661340.0,147838.77,1.56,0.85,0.15,1.99,19.08,0.03,2023-12-01,nifty50_dec23.csv
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,94822.07,1.0,0.45,0.07,1.35,9.67,0.03,2023-12-01,nifty50_dec23.csv
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,79967.17,0.84,0.72,0.12,1.46,5.18,0.03,2023-12-01,nifty50_dec23.csv
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,108099.06,1.14,0.49,0.05,1.75,13.52,0.03,2023-12-01,nifty50_dec23.csv
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656842410.0,874447.77,9.2,1.26,0.5,0.81,8.73,0.02,2023-12-01,nifty50_dec23.csv
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10012402030.0,64546.95,0.68,0.94,0.19,1.0,-0.18,0.03,2023-12-01,nifty50_dec23.csv
40,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,246392.03,2.59,1.32,0.37,1.57,13.69,0.02,2023-12-01,nifty50_dec23.csv
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,135982.91,1.43,0.44,0.08,0.73,2.74,0.02,2023-12-01,nifty50_dec23.csv
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,384295.89,4.05,0.97,0.27,1.47,8.77,0.02,2023-12-01,nifty50_dec23.csv
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,929011650.0,65627.24,0.69,0.67,0.13,1.15,15.52,0.02,2023-12-01,nifty50_dec23.csv
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6645694230.0,137357.69,1.45,0.92,0.14,1.5,10.41,0.02,2023-12-01,nifty50_dec23.csv
45,TATASTEEL,Tata Steel Ltd.,STEEL,12297332939.0,113302.71,1.19,1.14,0.26,1.47,9.15,0.03,2023-12-01,nifty50_dec23.csv
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4880072285.0,79495.99,0.84,1.08,0.18,1.44,4.23,0.03,2023-12-01,nifty50_dec23.csv
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,153361.64,1.61,0.64,0.13,0.9,5.3,0.02,2023-12-01,nifty50_dec23.csv
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1501215282.0,29533.22,0.31,1.13,0.27,1.43,2.91,0.03,2023-12-01,nifty50_dec23.csv
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886866740.0,121283.62,1.28,0.73,0.15,1.44,16.65,0.02,2023-12-01,nifty50_dec23.csv
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10448471264.0,66478.92,0.7,1.11,0.31,1.99,14.1,0.03,2023-12-01,nifty50_dec23.csv
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,82383.32,0.87,2.46,0.11,1.99,10.29,0.02,2024-01-01,nifty50_jan24.csv
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,88695.52,0.93,1.64,0.14,2.13,17.89,0.03,2024-01-01,nifty50_jan24.csv
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,63941.97,0.67,0.65,0.1,0.97,11.38,0.02,2024-01-01,nifty50_jan24.csv
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,133346.67,1.4,0.53,0.11,0.97,-13.07,0.01,2024-01-01,nifty50_jan24.csv
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6167389902.0,296335.38,3.12,0.92,0.24,1.54,-3.13,0.03,2024-01-01,nifty50_jan24.csv
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580.0,86783.59,0.91,0.57,0.07,1.83,12.8,0.02,2024-01-01,nifty50_jan24.csv
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1236046154.0,190864.38,2.01,1.04,0.2,1.8,-6.34,0.01,2024-01-01,nifty50_jan24.csv
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,88275.52,0.93,1.06,0.25,1.27,-3.47,0.03,2024-01-01,nifty50_jan24.csv
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,47947.86,0.5,0.75,0.1,1.73,11.47,0.02,2024-01-01,nifty50_jan24.csv
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28108899680.0,296163.8,3.12,0.67,0.16,1.47,13.42,0.03,2024-01-01,nifty50_jan24.csv
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,61354.36,0.65,0.52,0.1,1.3,-2.62,0.02,2024-01-01,nifty50_jan24.csv
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614700796.0,70897.48,0.75,0.21,0.01,2.17,8.4,0.02,2024-01-01,nifty50_jan24.csv
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,92610.71,0.97,0.97,0.15,2.38,8.02,0.03,2024-01-01,nifty50_jan24.csv
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,46772.59,0.49,0.49,0.03,1.47,-5.98,0.03,2024-01-01,nifty50_jan24.csv
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834046985.0,74537.77,0.78,0.53,0.08,1.6,5.58,0.02,2024-01-01,nifty50_jan24.csv
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273775500.0,52559.42,0.55,0.92,0.15,1.47,-7.33,0.02,2024-01-01,nifty50_jan24.csv
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316897582.0,80199.06,0.84,1.0,0.34,1.09,1.88,0.02,2024-01-01,nifty50_jan24.csv
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,166792.71,1.76,1.0,0.23,1.74,7.5,0.03,2024-01-01,nifty50_jan24.csv
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7590490215.0,1099045.67,11.57,1.3,0.47,2.2,-14.43,0.02,2024-01-01,nifty50_jan24.csv
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21506596160.0,60763.45,0.64,0.79,0.09,1.22,-10.84,0.02,2024-01-01,nifty50_jan24.csv
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399774306.0,60046.25,0.63,0.76,0.11,1.5,11.64,0.02,2024-01-01,nifty50_jan24.csv
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,84625.12,0.89,1.33,0.27,1.78,-5.77,0.02,2024-01-01,nifty50_jan24.csv
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,221563.87,2.33,0.55,0.13,1.47,-6.85,0.02,2024-01-01,nifty50_jan24.csv
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14028184004.0,721153.87,7.59,0.84,0.31,1.24,3.17,0.03,2024-01-01,nifty50_jan24.csv
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12475608672.0,391110.96,4.12,0.69,0.16,1.15,-4.45,0.03,2024-01-01,nifty50_jan24.csv
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7777321820.0,101411.8,1.07,1.18,0.23,2.03,-4.06,0.03,2024-01-01,nifty50_jan24.csv
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20752177945.0,592837.43,6.24,1.29,0.28,2.05,7.65,0.02,2024-01-01,nifty50_jan24.csv
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,78076.86,0.82,1.12,0.33,1.37,-7.0,0.03,2024-01-01,nifty50_jan24.csv
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9937658705.0,268452.93,2.83,0.98,0.32,1.36,-4.34,0.02,2024-01-01,nifty50_jan24.csv
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,295915763.0,49981.67,0.53,1.11,0.18,2.75,-13.45,0.03,2024-01-01,nifty50_jan24.csv
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749096630.0,411345.27,4.33,0.81,0.17,1.65,-1.31,0.02,2024-01-01,nifty50_jan24.csv
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,147870.0,1.56,1.12,0.24,1.35,-4.5,0.02,2024-01-01,nifty50_jan24.csv
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,134517.08,1.42,0.61,0.15,1.01,-1.12,0.02,2024-01-01,nifty50_jan24.csv
34,NTPC,NTPC Ltd.,POWER,96966661340.0,150855.88,1.59,0.94,0.18,1.85,2.04,0.03,2024-01-01,nifty50_jan24.csv
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,89398.58,0.94,0.48,0.08,1.27,-5.72,0.03,2024-01-01,nifty50_jan24.csv
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,98374.64,1.04,0.98,0.18,2.66,23.02,0.03,2024-01-01,nifty50_jan24.csv
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,118170.68,1.24,0.55,0.06,1.36,9.32,0.03,2024-01-01,nifty50_jan24.csv
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656842410.0,965209.43,10.16,1.17,0.49,1.96,10.38,0.01,2024-01-01,nifty50_jan24.csv
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10012402030.0,63129.95,0.66,1.01,0.22,1.76,-2.2,0.03,2024-01-01,nifty50_jan24.csv
40,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,245797.2,2.59,1.26,0.38,1.46,-0.24,0.02,2024-01-01,nifty50_jan24.csv
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,153150.15,1.61,0.43,0.07,1.6,12.62,0.02,2024-01-01,nifty50_jan24.csv
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,386580.35,4.07,0.87,0.24,1.32,0.59,0.02,2024-01-01,nifty50_jan24.csv
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,952834816.0,70307.78,0.74,0.72,0.15,1.45,2.87,0.02,2024-01-01,nifty50_jan24.csv
